seed,metric,matlab_value,python_value,abs_error,pass
21,acc_main,0.986687260959106,0.986687260959106,0,1
21,acc_turn,0.952927331568108,0.952927331568108,0,1
21,acc_turn_pure,0.981869016351775,0.981869016351775,0,1
21,acc_turn_transition,0.762409369771333,0.762409369771333,0,1
21,theta_mae_deg,0.467884197844597,0.467881321907043,2.87593755321502e-06,1
21,flat_recall,0.98762157382847,0.98762157382847,0,1
21,stall_recall,0.972062448644207,0.972062448644207,0,1
21,slope_recall,0.989018377409233,0.989018377409233,0,1
21,uphill_recall,0.994418604651163,0.994418604651163,0,1
21,downhill_recall,0.983996539792388,0.983996539792388,0,1
21,theta_abs_le_8_mae_deg,0.467884197844597,0.467881321907043,2.87593755315951e-06,1
21,theta_abs_le_10_mae_deg,0.467884197844597,0.467881321907043,2.87593755315951e-06,1
21,theta_pos_6_8_mae_deg,0.969558388131102,0.969402253627777,0.000156134503325078,0
21,theta_pos_6_8_bias_deg,-0.959987786801571,-0.959800183773041,0.000187603028530714,0
21,theta_neg_8_6_mae_deg,0.73615553274348,0.736132442951202,2.30897922773865e-05,1
21,theta_neg_8_6_bias_deg,0.710977215507235,0.710951089859009,2.61256482266825e-05,1
