seed,metric,matlab_value,python_value,abs_error,pass
42,acc_main,0.977272727272727,0.977272727272727,0,1
42,acc_turn,0.938689217758985,0.938689217758985,0,1
42,acc_turn_pure,0.952751528627015,0.952751528627015,0,1
42,acc_turn_transition,0.666666666666667,0.666666666666667,0,1
42,theta_mae_deg,0.250743190662046,0.250702261924744,4.092873730277e-05,1
42,flat_recall,0.994652406417112,0.994652406417112,0,1
42,stall_recall,0.903846153846154,0.903846153846154,0,1
42,slope_recall,0.941619585687382,0.941619585687382,0,1
42,uphill_recall,0.826446280991736,0.826446280991736,0,1
42,downhill_recall,0.706713780918728,0.706713780918728,0,1
42,theta_abs_le_8_mae_deg,0.250743190662046,0.250702232122421,4.09585396251577e-05,1
42,theta_abs_le_10_mae_deg,0.250743190662046,0.250702232122421,4.09585396251577e-05,1
42,theta_pos_6_8_mae_deg,0.360270280061865,0.360106021165848,0.000164258896017011,1
42,theta_pos_6_8_bias_deg,0.0443035905464987,0.0440748631954193,0.000228727351079386,1
42,theta_neg_8_6_mae_deg,0.333126725300481,0.333077490329742,4.92349707381101e-05,1
42,theta_neg_8_6_bias_deg,-0.213459902882961,-0.213427692651749,3.22102312125538e-05,1
