seed,metric,matlab_value,python_value,abs_error,pass
21,acc_main,0.986981465136805,0.986981465136805,0,1
21,acc_turn,0.952265372168285,0.952265372168285,0,1
21,acc_turn_pure,0.981106498347878,0.981106498347878,0,1
21,acc_turn_transition,0.762409369771333,0.762409369771333,0,1
21,theta_mae_deg,0.418460695847812,0.418435961008072,2.4734839740137e-05,1
21,flat_recall,0.990021472780093,0.990021472780093,0,1
21,stall_recall,0.962202136400986,0.962202136400986,0,1
21,slope_recall,0.988346033168983,0.988346033168983,0,1
21,uphill_recall,0.994418604651163,0.994418604651163,0,1
21,downhill_recall,0.982698961937716,0.982698961937716,0,1
21,theta_abs_le_8_mae_deg,0.418460695847813,0.418435961008072,2.47348397411362e-05,1
21,theta_abs_le_10_mae_deg,0.418460695847813,0.418435961008072,2.47348397411362e-05,1
21,theta_pos_6_8_mae_deg,0.824862056114802,0.824735105037689,0.000126951077112691,1
21,theta_pos_6_8_bias_deg,-0.794115047815888,-0.793935775756836,0.000179272059051772,1
21,theta_neg_8_6_mae_deg,0.542268379417701,0.542419731616974,0.000151352199272536,1
21,theta_neg_8_6_bias_deg,0.500371523123976,0.500588476657867,0.000216953533891506,1
